token,frequency,length_glyphs,neighbors_distance_1,examples_distance_1,neighbors_distance_2,examples_distance_2,neighbors_within_2
K1B1A3G1,16,4,8,B1A3G1|A1B1A3G1|K1A3G1|K1A1B1A3G1|K1J1B1A3G1|K1B1A3C1|K1B1A3B2|A2B1A3G1,35,A3G1|B1A3C1|B1A3B2|B1A3F1|A1Q1A3G1|A1Q2A3G1|K1B1A2|C2A3G1|B1A3F3|B1A3B3,43
L1A1B1A3G1,16,5,3,A1B1A3G1|D1A1B1A3G1|K1A1B1A3G1,16,B1A3G1|D1A1Q1A3G1|A1Q1A3G1|A1Q2A3G1|D1A1Q2A3G1|L1A1B1A2|A1B2A3G1|K1J1B1A3G1|A1C1A3G1|A1B1A3C1,19
L1A3G1,16,3,9,B1A3G1|A3G1|C2A3G1|Q1A3G1|C1A3G1|K1A3G1|Q2A3G1|L1A3C1|A1A3G1,54,A3C1|B1A3C1|L1J1A2|A3B2|B1A3B2|B1A3F1|A1Q1A3G1|L1A1B2|A1Q2A3G1|L1K2A2,63
Q1A3B2,16,3,11,A3B2|B1A3B2|A1Q1A3B2|Q1A3G1|Q1A3C1|Q1A3F1|C2A3B2|Q1A1B2|K1A3B2|Q2A3B2,66,B1A3G1|A1B2|A3G1|K1A1B2|A3C1|B1A3C1|B1A3F1|A1Q1A3G1|D1A1Q1A3B2|L1A1B2,77
Q1J1A1B2,16,4,6,K1J1A1B2|L1J1A1B2|A1Q1J1A1B2|Q1A1B2|Q1K1A1B2|Q2J1A1B2,27,A1B2|K1A1B2|L1A1B2|D1A1B2|B1A1B2|K1J1A1C1|A1Q1A1B2|A1Q2A1B2|K1J1A1|C2A1B2,33
Q2A1C1,16,3,13,A1C1|K1A1C1|L1A1C1|B1A1C1|U2A1C1|C2A1C1|Q2A1B2|B2A1C1|A1Q2A1C1|Q2A3C1,44,A1B2|K1A1B2|A3C1|B1A3C1|L1A1B2|A1|C1|D1A1B2|A1Q2A3C1|L1A1,57
A1B2Q1J1B1A2,15,6,4,A1Q1J1B1A2|A1B2Q1K2B1A2|A1B2K1J1B1A2|B2Q1J1B1A2,18,D1A1Q1J1B1A2|A1Q2J1B1A2|B2K1J1B1A2|A1Q1K2B1A2|Q1J1B1A2|A1Q1J1A2|A1P1K1J1B1A2|B2Q1K2B1A2|A1Q2K1J1B1A2|A1B2Q1K2A2,22
A1P1K1B1A2,15,5,4,A1P1K1J1B1A2|A1Q2K1B1A2|A1P1K1J1A2|A1Q1K1B1A2,20,A1Q2J1B1A2|K1B1A2|A1Q1J1B1A2|A1Q2K2B1A2|A1Q1K2B1A2|A1B1A2|D1A1Q1K1B1A2|A1Q2K1A2|A1Q1K1J1A2|A1Q2K1J1B1A2,24
B2Q1A2,15,3,6,A1Q1A2|B2Q1K2A2|Q1A2|A1B2Q1A2|B2B1A2|A2Q1A2,52,K1J1A2|A2|B1A2|L1J1A2|K1K2A2|A1Q1K2A2|B2|K1A2|K1B1A2|L1K2A2,58
C1A3F1,15,3,7,B1A3F1|A3F1|C1A3G1|C2A3F1|Q1A3F1|K1A3F1|C1A3B2,36,B1A3G1|A3G1|A3C1|B1A3C1|A3B2|B1A3B2|C1|C2A3G1|A1Q1A3F1|B1A3F3,43
C2A1G1,15,3,4,C2A3G1|C2A1B2|C2A1C1|A1G1,42,B1A3G1|A1B2|A3G1|A1C1|K1A1B2|C2|K1A1C1|L1A1B2|A1|D1A1B2,46
D1A1Q2K1J1A2,15,6,6,D1A1Q2K1A2|D1A1Q1K1J1A2|D1A1Q2K1J1B1A2|A1Q2K1J1A2|D1A1Q2J1A2|D1A1Q2K1B1A2,17,D1A1Q2A2|D1A1Q2J1B1A2|D1A1Q2K2B1A2|D1A1Q1J1A2|D1A1Q1K1A2|D1A1Q1K1B1A2|A1Q2J1A2|D1A1Q2K2A2|D1A1Q1K1J1B1A2|A1Q2K1A2,23
K1B1A3B2,15,4,7,B1A3B2|K1A3B2|K1B1A3C1|K1J1A3B2|K1J1B1A3B2|A1B1A3B2|K1B1A3G1,32,B1A3G1|K1A1B2|B1A3C1|A3B2|B1A3F1|K1J1A1B2|K1B1A2|A1Q1A3B2|A1Q2A3B2|B1A3F3,39
Q1K1A1B2,15,4,4,K1A1B2|Q1A1B2|B1K1A1B2|Q1J1A1B2,30,A1B2|K1A1C1|L1A1B2|K1J1A1B2|D1A1B2|L1J1A1B2|B1A1B2|A1Q1A1B2|A1Q2A1B2|K1A1,34
Q1K1J1B1A2,15,5,7,K1J1B1A2|B2K1J1B1A2|Q1J1B1A2|Q2K1J1B1A2|P1K1J1B1A2|B1K1J1B1A2|A1Q1K1J1B1A2,28,L1J1B1A2|K1J1A2|A1Q2J1B1A2|K1B1A2|A1Q1J1B1A2|K1J1A1B1A2|K1A1B1A2|K1K2B1A2|K1J1Q1A2|Q1K2B1A2,35
Q2J1A1B2,15,4,5,K1J1A1B2|L1J1A1B2|Q2A1B2|A1Q2J1A1B2|Q1J1A1B2,29,A1B2|K1A1B2|L1A1B2|D1A1B2|B1A1B2|K1J1A1C1|A1Q1A1B2|A1Q2A1B2|K1J1A1|C2A1B2,34
Q2K1A1C1,15,4,3,K1A1C1|B1K1A1C1|Q2A1C1,26,A1C1|K1A1B2|L1A1C1|K1J1A1C1|K1A3C1|K1A1|B1A1C1|U2A1C1|C2A1C1|Q2A1B2,29
Q2K1J1A2,15,4,6,K1J1A2|B2K1J1A2|Q2K1J1B1A2|A1Q2K1J1A2|Q2K1A2|A2K1J1A2,35,K1J1B1A2|L1J1A2|K1K2A2|K1A2|K1B1A2|K1U1A2|B2K1J1B1A2|K1U2A2|K1J1A1|K1J1Q1A2,41
A1A3G1,14,3,15,B1A3G1|A3G1|A1Q1A3G1|A1Q2A3G1|C2A3G1|Q1A3G1|A1B1A3G1|C1A3G1|K1A3G1|A1B2A3G1,64,A1B2|A1C1|A3C1|B1A3C1|D1A1Q1A3G1|A3B2|B1A3B2|B1A3F1|A1|A1Q2A3C1,79
A1B2B1A2,14,4,4,A1B2A2|A1B1A2|A1B2Q1A2|B2B1A2,42,A1B2|K1J1B1A2|L1J1B1A2|B1A2|A1Q1K2A2|A1Q2J1B1A2|K1B1A2|A1Q2K2A2|A1Q2A2|A1Q1J1B1A2,46
A1Q1A3B2A2,14,5,1,A1Q1A3B2,21,A1Q1A3G1|D1A1Q1A3B2|A1Q1K2A2|A1Q1A3C1|A1Q2A3B2|A1Q1A3F1|A1Q1J1B1A2|A1Q1A2|A1Q1K2B1A2|A1Q1A1B2,22
A1Q1K1A1C1,14,5,1,A1Q1A1C1,17,K1A1C1|A1Q1A3C1|A1Q1A1B2|A1Q1J1A1B2|A1Q2A1C1|A1Q1K1J1A2|A1B2A1C1|A1Q2K1A1B2|B1K1A1C1|A1Q1K1A2,18
A2K1J1A2,14,4,5,K1J1A2|B2K1J1A2|Q2K1J1A2|A2K1K2A2|A2Q2J1A2,35,K1J1B1A2|L1J1A2|K1K2A2|K1A2|K1B1A2|K1U1A2|B2K1J1B1A2|K1U2A2|K1J1A1|K1J1Q1A2,40
B1A3H1,14,3,8,B1A3G1|B1A3C1|B1A3B2|B1A3F1|B1A3F3|B1A3B3|A3H1|B1A3G3,44,A3G1|A3C1|B1A2|A3B2|C2A3G1|A3F1|B1A1B2|A3B3|Q1A3G1|A3F3,52
B1B2,14,2,8,A1B2|B1A2|A3B2|B1A3B2|B2|B1A1B2|B1|K1B2,61,B1A3G1|A3G1|A1C1|K1A1B2|A3C1|C2|B1A3C1|A2|B1A3F1|L1A1B2,69
D1A1B1A2,14,4,7,D1A1Q1A2|D1A1Q2A2|K1A1B1A2|L1A1B1A2|A1B1A2|D1A1K2A2|D1A1K2B1A2,41,K1J1B1A2|L1J1B1A2|D1A1Q1K2B1A2|D1A1Q1K2A2|D1A1Q1J1B1A2|B1A2|K1B1A2|D1A1B2|A1Q2A2|A1Q1A2,48
D1A1C1,14,3,11,A1C1|K1A1C1|D1A1B2|L1A1C1|B1A1C1|U2A1C1|C2A1C1|D1A1|B2A1C1|Q1A1C1,44,A1B2|K1A1B2|A3C1|B1A3C1|L1A1B2|A1|D1A1Q1A3C1|C1|D1A1Q1A2|L1A1,55
D1A1K2A2,14,4,6,D1A1Q1K2A2|D1A1Q1A2|D1A1Q2A2|D1A1Q2K2A2|D1A1B1A2|D1A1K2B1A2,32,D1A1Q1K2B1A2|K1K2A2|A1Q1K2A2|L1K2A2|A1Q2K2A2|D1A1B2|A1Q2A2|A1Q1A2|K1A1B1A2|D1A1Q2K2B1A2,38
D1A1K2B1A2,14,5,4,D1A1Q1K2B1A2|D1A1Q2K2B1A2|D1A1B1A2|D1A1K2A2,25,D1A1Q1K2A2|D1A1Q1J1B1A2|D1A1Q1A2|A1Q2K2B1A2|A1Q1K2B1A2|D1A1Q2A2|K1A1B1A2|D1A1Q2J1B1A2|D1A1Q1J1A2|L1K2B1A2,29
D1A1Q1K1A1B2,14,6,2,D1A1Q1A1B2|D1A1Q1J1A1B2,11,D1A1Q1A3B2|A1Q1A1B2|D1A1Q1K1A2|A1Q1J1A1B2|D1A1Q2A1B2|D1A1Q1K1B1A2|A1Q2K1A1B2|D1A1Q1K1J1A2|D1A1Q1A1C1|Q1K1A1B2,13
K1A1U2A2,14,4,6,K1A1B1A2|K1U2A2|K1A1Q2A2|K1A1Q1A2|K1J1U2A2|K1A1U1A2,28,K1J1B1A2|K1A1B2|K1J1A2|K1A1C1|K1K2A2|K1A2|K1B1A2|D1A1Q1A2|K1U1A2|U2A2,34
K1A3F1,14,3,8,B1A3F1|A3F1|K1A3C1|C2A3F1|K1A3G1|Q1A3F1|K1A3B2|C1A3F1,53,B1A3G1|A3G1|K1A1B2|A3C1|K1J1A2|B1A3C1|A3B2|B1A3B2|K1A1C1|K1K2A2,61
K1K2A1,14,3,4,K1K2A2|K1A1|K1J1A1|K1K2C2,27,K1A1B2|K1J1A2|K1A1C1|A1|K1J1A1B2|K1A2|K1B1A2|L1K2A2|K1U1A2|L1A1,31
P1A1B2,14,3,11,A1B2|K1A1B2|L1A1B2|D1A1B2|B1A1B2|C2A1B2|U2A1B2|Q2A1B2|Q1A1B2|B2A1B2,40,A1C1|A3B2|B1A3B2|K1A1C1|A1|B2|K1J1A1B2|L1A1|L1J1A1B2|L1A1C1,51
Q2A3B2,14,3,10,A3B2|B1A3B2|A1Q2A3B2|Q2A1B2|Q2A3G1|C2A3B2|Q2A3C1|K1A3B2|Q1A3B2|C1A3B2,63,B1A3G1|A1B2|A3G1|K1A1B2|A3C1|B1A3C1|B1A3F1|L1A1B2|B2|A1Q2A3G1,73
A1B2K1J1A2,13,5,5,B2K1J1A2|A1Q1K1J1A2|A1B2K1J1B1A2|A1P1K1J1A2|A1Q2K1J1A2,21,K1J1A2|B2K1J1B1A2|A1B2A2|A1Q2J1A2|A1Q1J1A2|A1P1K1J1B1A2|A1Q2K1A2|A1Q2K1J1B1A2|A1B2Q1K2A2|A1Q2K1B1A2,26
A1C1A2,13,3,6,A1C1|A1Q2A2|A1Q1A2|A1B2A2|A1B1A2|A3C1A2,68,A1B2|A3C1|K1J1A2|A2|B1A2|L1J1A2|K1A1C1|K1K2A2|A1|A1Q1K2A2,74
A1Q1J1A1,13,4,2,A1Q1J1A1B2|A1Q1J1A2,24,A1Q1A3G1|A1Q1K2A2|A1Q1A3C1|A1Q1A3B2|A1Q1A3F1|A1Q1J1B1A2|A1Q1A2|A1Q1A1B2|D1A1Q1J1A2|K1J1A1,26
A2B1A3G1,13,4,5,B1A3G1|A1B1A3G1|A2Q1A3G1|A2Q2A3G1|K1B1A3G1,31,A3G1|B1A3C1|B1A3B2|B1A3F1|A1Q1A3G1|A1Q2A3G1|C2A3G1|B1A3F3|B1A3B3|Q1A3G1,36
A2K1K2A2,13,4,4,K1K2A2|A2Q1K2A2|A2Q2K2A2|A2K1J1A2,27,K1J1A2|A1Q1K2A2|K1A2|K1B1A2|L1K2A2|A1Q2K2A2|K1U1A2|K1U2A2|K1K2B1A2|B2K1J1A2,31
A2Q1A2,13,3,6,A1Q1A2|A2Q1K2A2|Q1A2|A2Q2A2|A2Q1K1A2|B2Q1A2,49,K1J1A2|A2|B1A2|L1J1A2|K1K2A2|A1Q1K2A2|K1A2|K1B1A2|L1K2A2|D1A1Q1A2,55
A2Q1J1A1B1A2,13,6,2,A1Q1J1A1B1A2|A2Q1J1B1A2,9,A1Q1J1B1A2|K1J1A1B1A2|Q1J1B1A2|L1J1A1B1A2|A1Q2J1A1B1A2|A2Q1K2B1A2|A2Q2J1B1A2|B2Q1J1B1A2|D1A1Q1J1A1B1A2,11
A2Q2A1B2,13,4,2,A1Q2A1B2|Q2A1B2,30,A1B2|K1A1B2|L1A1B2|K1J1A1B2|D1A1B2|A1Q2A3B2|L1J1A1B2|B1A1B2|A1Q1A1B2|C2A1B2,32
A2Q2J1A2,13,4,5,A1Q2J1A2|A2Q2K2A2|A2Q2J1B1A2|A2Q2A2|A2K1J1A2,26,K1J1A2|L1J1A2|A1Q2J1B1A2|A1Q2K2A2|A1Q2A2|A2Q1K2A2|A2Q2A3G1|U2J1A2|B2K1J1A2|A1Q1J1A2,31
B1A3G3,13,3,8,B1A3G1|B1A3C1|B1A3B2|B1A3F1|B1A3F3|B1A3B3|A3G3|B1A3H1,44,A3G1|A3C1|B1A2|A3B2|C2A3G1|A3F1|B1A1B2|A3B3|Q1A3G1|A3F3,52
B4,13,1,6,C2|A2|A1|B2|C1|B1,27,A1B2|A3G1|A1C1|A3C1|B1A2|A3B2|K1A2|U2A2|A3F1|L1A1,33
C1A3B2,13,3,9,A3B2|B1A3B2|C1A3G1|C2A3B2|K1A3B2|C1A1B2|Q1A3B2|C1A3F1|Q2A3B2,51,B1A3G1|A1B2|A3G1|K1A1B2|A3C1|B1A3C1|B1A3F1|L1A1B2|B2|C1,60
D1A1A3G1,13,4,4,D1A1Q1A3G1|D1A1Q2A3G1|D1A1B1A3G1|A1A3G1,36,B1A3G1|A3G1|D1A1Q1A3F1|A1Q1A3G1|D1A1Q1A3B2|D1A1Q1A3C1|A1Q2A3G1|D1A1B2|C2A3G1|D1A1Q1A2,40
